title,company,location,stipend,date_posted,skills,job_type,search_role,source
Data Scientist,Scientific Games,Work from home,"₹ 8,00,000 - 24,00,000",2026-03-03,"Python, SQL, Data Analytics, Machine Learning, Data Science, Natural Language Processing (NLP), Deep Learning",Job,python,internshala
Senior Full Stack Developer,Cite Works Studio,Pune,"₹ 20,00,000 - 25,00,000",2026-02-17,"Python, SQL, Git, Django, PostgreSQL, Frontend development, APIs",Job,python,internshala
Artificial Intelligence (AI) Trainee,Unisource Trading India Private Limited,"Gurgaon, Delhi","₹ 10,50,000 - 15,00,000",2026-02-24,"Python, Data Structures",Job,python,internshala
ML/AI Developer,Samur-AI,Goa Velha,"₹ 10,00,000 - 20,00,000",2026-02-10,"Python, Data Structures, FastAPI, Model fine-tuning",Job,python,internshala
Implementation Specialist,Base.com,Bangalore,"₹ 10,00,000 - 20,00,000",2026-02-10,"PHP, MySQL, HTML, JavaScript, Python, Git, REST API",Job,python,internshala
Cyber Security Specialist,"Alsatronix (Dubai, United Arab Emirates)",Work from home,"₹ 9,00,000 - 18,00,000",2026-02-24,"Python, Computer Networking, Linux, Ethical Hacking, VAPT, Web Application Security",Job,python,internshala
Enterprise Voice Agent & Telephony Solutions Engineer,"Alsatronix (Dubai, United Arab Emirates)",Work from home,"₹ 9,00,000 - 18,00,000",2026-02-24,"DNS, Python, Client Relationship Management (CRM), Docker, Microsoft Azure, REST API, OpenAI API",Job,python,internshala
Associate Data Scientist,Zulitech Solution,Work from home,"₹ 9,00,000 - 12,00,000",2026-03-03,"Python, Data Analytics, Data Science",Job,python,internshala
Artificial Intelligence (AI) Specialist,Bryckel AI,Work from home,"₹ 9,00,000",2026-02-17,"Python, Artificial intelligence, FastAPI, Claude, Gemini, Amazon EC2, Amazon RDS",Job,python,internshala
Senior Software Developer,Presolv360,Mumbai,"₹ 8,00,000 - 10,00,000",2026-03-02,"Java, JavaScript, Python, AWS CloudFormation",Job,python,internshala
Software Developer - Backend,Shipthis Inc,Bangalore,"₹ 8,00,000 - 9,00,000",2026-02-10,"Python, FastAPI",Job,python,internshala
Artificial Intelligence (AI) Manager,RS Infomedia And Films Private Limited,Delhi,"₹ 7,00,000 - 14,00,000",2026-03-03,"Leadership, Team Management, Python, Data Structures, Client Interaction, Machine Learning, Client Relationship Management (CRM)",Job,python,internshala
SD-1,Wokelo AI,Work from home,"₹ 7,00,000 - 10,00,000",2026-02-17,"Python, Django, API, Natural Language Processing (NLP)",Job,python,internshala
Software Engineer - Generative AI,Newtuple Technologies Private Limited,Pune,"₹ 7,00,000",2026-03-03,"Cloud Computing, Python, Golang, Database Management System (DBMS), Effective Communication, Software Development Life Cycle (SDLC), Generative AI Development",Job,python,internshala
Data Analytics Trainee,Tech4NexGen Business Solution,Work from home,"₹ 6,50,000 - 13,00,000",2026-03-03,"Python, SQL, Data Analytics, Advanced Excel, Power BI, Tableau",Job,python,internshala
Computer Vision Engineer,ClearQuote,Work from home,"₹ 6,36,000 - 12,60,000",2026-02-17,"OpenCV, Python, Machine Learning, Computer Vision, Deep Learning, CNN (Convolutional Neural Network)",Job,python,internshala
Artificial Intelligence (AI) Specialist,"Alsatronix (Dubai, United Arab Emirates)",Work from home,"₹ 6,00,000 - 12,00,000",2026-02-24,"Python, Data Structures, Machine Learning, Data Science, Neural Networks, Natural Language Processing (NLP), Deep Learning",Job,python,internshala
Associate Backend Developer,Zulitech Solution,Work from home,"₹ 6,00,000 - 9,00,000",2026-03-03,"MySQL, HTML, Python",Job,python,internshala
Data Analytics Trainee,Zulitech Solution,Work from home,"₹ 6,00,000 - 9,00,000",2026-03-03,"Python, SQL, Data Analytics",Job,python,internshala
Junior Python Developer,Zulitech Solution,Work from home,"₹ 6,00,000 - 9,00,000",2026-03-03,"HTML, CSS, Python",Job,python,internshala
Software Developer,AMIT SINGH,Work from home,"₹ 6,00,000",2026-03-03,"MySQL, Python, Node.js, PyTorch, Prompt Engineering, LLM evaluation",Job,python,internshala
Software Developer,TalentXO,Work from home,"₹ 6,00,000",2026-02-24,"MySQL, HTML, CSS, Python, React",Job,python,internshala
Associate Software Developer,TalentXO,Bangalore,"₹ 6,00,000",2026-02-17,"MySQL, HTML, CSS, Python, React",Job,python,internshala
Full Stack Developer,"Hamden Technology (London, United Kingdom)",Work from home,"₹ 5,50,000 - 13,00,000",2026-02-24,"PHP, MySQL, HTML, CSS, JavaScript, Python, MongoDB",Job,python,internshala
Software Developer,START-UP SAHAY PRIVATE LIMITED,Bangalore,"₹ 5,50,000 - 7,00,000",2026-03-03,"Java, MySQL, HTML, CSS, JavaScript, Python, .NET",Job,python,internshala
Full Stack Developer,HEXA SOLUTIONS,Work from home,"₹ 5,50,000 - 7,00,000",2026-02-24,"PHP, MySQL, HTML, CSS, JavaScript, Python, MongoDB",Job,python,internshala
Data Analytics Trainee,HEXA SOLUTIONS,Work from home,"₹ 5,25,000 - 6,50,000",2026-03-03,"MS-Office, Python, SQL, Data Analytics, MS-Excel, Data Science, Data Interpretation",Job,python,internshala
Computer Vision Associate,Unmannd Autonomy,Bangalore,"₹ 5,00,000 - 8,00,000",2026-03-03,"OpenCV, Python, Linux, Machine Learning, Computer Vision, Deep Learning",Job,python,internshala
Data Analytics Specialist,START-UP SAHAY PRIVATE LIMITED,Bangalore,"₹ 5,00,000 - 7,00,000",2026-03-03,"Python, SQL, Data Analytics, MS-Excel, Data Science, Power BI, Tableau",Job,python,internshala
Backend Developer,Moretasks Business Solution Limited,Gurgaon,"₹ 5,00,000 - 7,00,000",2026-02-17,"MySQL, Python, Git, Django, Node.js, PostgreSQL, Docker",Job,python,internshala
Associate Data Scientist,SoftSensor.ai,"Gurgaon, Jaipur","₹ 5,00,000 - 6,00,000",2026-03-01,"Python, SQL, Data Analytics, Machine Learning, Data Science, Natural Language Processing (NLP), Deep Learning",Job,python,internshala
Backend Developer,InstaAstro,Noida,"₹ 5,00,000 - 6,00,000",2026-02-24,"Python, Django, Spring Boot",Job,python,internshala
Electronics Engineer,NOVA Technology,Work from home,"₹ 5,00,000 - 6,00,000",2026-02-17,"MATLAB, Python, ARM Microcontroller, Embedded C, Raspberry Pi, Embedded Systems, Arduino",Job,python,internshala
Financial Business Analyst,MHLondon,Noida,"₹ 5,00,000 - 5,10,000",2026-02-17,"MS-Office, Python, MS-PowerPoint, MS-Excel, Financial Modeling, Business Analysis, Financial Analysis",Job,python,internshala
Technical Support Engineer Operations,Prismforce,"Pune, Mumbai","₹ 5,00,000",2026-02-24,"Python, XML, JSON, REST API, Jira, Postman, Data Cleaning",Job,python,internshala
Technical Content Creator,Mem0 AI,Work from home,"₹ 5,00,000",2026-02-17,"Content Writing, Python, Report Writing, Technical Writing, English Proficiency (Spoken), English Proficiency (Written)",Job,python,internshala
Full Stack Developer,T  H Lab Private Limited,"Chandigarh, Mohali, Punjab, Haryana","₹ 4,80,000 - 5,70,000",2026-03-03,"PHP, MySQL, HTML, CSS, JavaScript, Python, MongoDB",Job,python,internshala
Data Analytics Associate,NOVA Technology,Work from home,"₹ 4,50,000 - 6,00,000",2026-02-24,"HTML, Python, SQL, Data Analytics, MS-Excel, Data Science, Data Interpretation",Job,python,internshala
Electrical Engineer,NOVA Technology,Work from home,"₹ 4,50,000 - 6,00,000",2026-02-17,"AutoCAD, MATLAB, Python, SolidWorks, Autodesk Revit, Circuit Design, Simulink",Job,python,internshala
Mechanical Engineer,NOVA Technology,Work from home,"₹ 4,50,000 - 6,00,000",2026-02-17,"AutoCAD, MATLAB, MS-Office, Python, Project Management, SolidWorks, Catia",Job,python,internshala
Associate Software Engineer,Brudite Private Limited,Jaipur,"₹ 4,50,000 - 6,00,000",2026-02-10,"Cloud Computing, Python, FastAPI",Job,python,internshala
Junior Machine Learning Associate,TestAIng Solutions,Bangalore,"₹ 4,50,000",2026-03-02,"Python, Machine Learning, Transformers, Natural Language Processing (NLP), Deep Learning, LLMOps, LLM evaluation",Job,python,internshala
Artificial Intelligence/Machine Learning- Product Developer,Elements Mediaworks,Mumbai,"₹ 4,35,000 - 6,60,000",2026-02-17,"Java, MySQL, HTML, CSS, JavaScript, Python, Data Analytics",Job,python,internshala
Data Analyst,"E-Health Research Center, IIIT-Bangalore",Bangalore,"₹ 4,20,000 - 6,00,000",2026-03-03,"MS-Office, Python, SQL, MS-Excel, Power BI",Job,python,internshala
Robotics Competition Specialist,ROBO-G,Bangalore,"₹ 4,20,000 - 4,80,000",2026-02-10,"Python, Robotics, Teaching, C Programming",Job,python,internshala
Data Scientist,Trivora Systems,Work from home,"₹ 4,00,000 - 7,00,000",2026-03-03,"Python, SQL, Data Analytics, Machine Learning, Data Science, Artificial intelligence",Job,python,internshala
Python Developer,Trivora Systems,Work from home,"₹ 4,00,000 - 7,00,000",2026-03-03,"HTML, CSS, Python, Django",Job,python,internshala
Backend Developer,Trivora Systems,Work from home,"₹ 4,00,000 - 7,00,000",2026-03-03,"Java, PHP, MySQL, HTML, Python",Job,python,internshala
Junior Data Analyst,Trivora Systems,Work from home,"₹ 4,00,000 - 7,00,000",2026-02-24,"Python, SQL, Data Analytics, MS-Excel, Data Analysis",Job,python,internshala
Cloud Engineer,Trivora Systems,Work from home,"₹ 4,00,000 - 7,00,000",2026-02-17,"Cloud Computing, Python, Microsoft Azure, Amazon Web Services (AWS), Google Cloud Platforms (GCP)",Job,python,internshala
Junior Python Developer,Trivora Systems,Work from home,"₹ 4,00,000 - 7,00,000",2026-02-17,"HTML, CSS, Python, Django, Machine Learning, REST API",Job,python,internshala
Junior Data Scientist,Trivora Systems,Work from home,"₹ 4,00,000 - 7,00,000",2026-02-17,"Python, Data Analytics, Machine Learning, Data Science, Artificial intelligence",Job,python,internshala
Junior Backend Developer,Trivora Systems,Work from home,"₹ 4,00,000 - 7,00,000",2026-02-17,"Java, PHP, MySQL, HTML, Python, MongoDB",Job,python,internshala
Computer Vision Specialist,Indo Web Agency,Noida,"₹ 4,00,000 - 6,00,000",2026-02-17,"OpenCV, Python, Linux, Django, Machine Learning, Computer Vision, Flask",Job,python,internshala
Associate Manager - Customer Success,Intugine Technologies Private Limited,Bangalore,"₹ 4,00,000 - 6,00,000",2026-02-10,"Python, SQL, Client Interaction, Tableau, Effective Communication",Job,python,internshala
Junior AI Engineer,Smartan Fittech,Chennai,"₹ 4,00,000 - 5,00,000",2026-02-17,"Python, Deep Learning, TensorFlow, PyTorch, CNN (Convolutional Neural Network), Matplotlib",Job,python,internshala
DevOps Engineer (Azure),TalentXO,Bangalore,"₹ 4,00,000 - 5,00,000",2026-02-17,"Python, Oracle, PostgreSQL, MS SQL Server, Docker, Microsoft Azure, DevOps",Job,python,internshala
Computer Trainer,GTB COMPUTER EDUCATION,Jalandhar,"₹ 3,80,000 - 4,40,000",2026-02-24,"Java, PHP, Python, C Programming, C++ Programming",Job,python,internshala
Embedded Engineer,Brela Innovations Private Limited,Kanpur,"₹ 3,60,000 - 6,00,000",2026-02-10,"MATLAB, Python, Embedded C, Embedded Systems, Circuit Design, VLSI, PCB Design",Job,python,internshala
Senior Python Developer,Shivankit TechSolutions OPC Private Limited,Work from home,"₹ 3,60,000 - 5,00,000",2026-02-10,"Python, Machine Learning, REST API, Flask, Python Libraries",Job,python,internshala
Python ETL Developer,Acies,Mumbai,"₹ 3,50,000 - 9,00,000",2026-02-17,"Python, MS SQL Server, ETL processes, Python Libraries",Job,python,internshala
Full Stack Developer,Health Files,Mumbai,"₹ 3,50,000 - 7,00,000",2026-02-24,"PHP, MySQL, HTML, CSS, JavaScript, Python, MongoDB",Job,python,internshala
Software Developer,TotalVDO,"Ghaziabad, Noida","₹ 3,50,000 - 4,50,000",2026-02-10,"Python, Node.js, React",Job,python,internshala
Artificial Intelligence (AI) Trainee,MINDTEL GLOBAL PRIVATE LIMITED,Noida,"₹ 3,50,000 - 4,00,001",2026-02-10,"Python, Machine Learning, React, Natural Language Processing (NLP), Artificial intelligence, Effective Communication, Generative AI Development",Job,python,internshala
Software Developer,AAGNAK INFO LOGISTICS,North Paravoor,"₹ 3,20,000 - 6,00,000",2026-03-03,"MySQL, HTML, CSS, JavaScript, Python",Job,python,internshala
Junior Software Developer,Virsyn AI Studio,Work from home,"₹ 3,10,000 - 5,20,000",2026-03-03,"MySQL, CSS, JavaScript, Python, Node.js, PostgreSQL, C++ Programming",Job,python,internshala
Junior Devops/Cloud Engineer,IESoft Technologies Private Limited,Mumbai,"₹ 3,00,000 - 8,00,000",2026-02-17,"Java, JavaScript, Python, Linux, Shell Scripting, Docker, Amazon Web Services (AWS)",Job,python,internshala
Artificial Intelligence (AI) Trainee,Rekha Singh,Ghaziabad,"₹ 3,00,000 - 8,00,000",2026-02-10,"Python, Data Structures, Machine Learning, Data Science, Neural Networks, Natural Language Processing (NLP), Deep Learning",Job,python,internshala
Developer (Golang/Angular),Jungleworks,"Ambala, Amritsar, Chandigarh, Jalandhar, Karnal, Ludhiana, Kharar, Rajpura, Mohali, Zirakpur, Panchkula, Ropar Division","₹ 3,00,000 - 7,00,000",2026-02-10,"Python, AngularJS, Golang, Angular 7.0, Python Libraries",Job,python,internshala
Associate Backend Developer,Desnor Destination,Work from home,"₹ 3,00,000 - 6,00,000",2026-03-03,"Java, PHP, MySQL, HTML, Python, MongoDB, Django",Job,python,internshala
AI Full Stack Engineer,Humanity Founders,Work from home,"₹ 3,00,000 - 6,00,000",2026-03-03,"Python, Django, Node.js, User Interface (UI) Development, PostgreSQL, UI & UX Design, SQLite",Job,python,internshala
Full Stack AI Engineer,AUUM Platforms,Work from home,"₹ 3,00,000 - 6,00,000",2026-02-17,"Java, JavaScript, Cloud Computing, Python, Node.js, React, Database Management System (DBMS)",Job,python,internshala
Junior Full Stack Developer,Studio Frontier,Mumbai,"₹ 3,00,000 - 6,00,000",2026-02-10,"JavaScript, Python, Automation, React, ORM, React Native, TypeScript",Job,python,internshala
Teaching Assistant - DA,Sharpener,Work from home,"₹ 3,00,000 - 5,00,000",2026-02-24,"Python, SQL, Data Analytics, MS-Excel, Statistics, Data Visualization, Power BI",Job,python,internshala
Backend Developer,Desnor Destination,"Faridabad, Delhi, Ghaziabad, Gurgaon, Greater Noida, Noida","₹ 3,00,000 - 5,00,000",2026-02-24,"Java, PHP, MySQL, HTML, Team Management, Python, MongoDB",Job,python,internshala
Associate Backend Developer,Desnor Destination,Delhi,"₹ 3,00,000 - 5,00,000",2026-02-17,"Java, PHP, MySQL, HTML, Python, MongoDB, Django",Job,python,internshala
Data Analyst,BXP Support And Solutions Private Limited,Bangalore,"₹ 3,00,000 - 5,00,000",2026-02-10,"Python, SQL, Data Analytics, MS-Excel, Business Analysis, Power BI, Tableau",Job,python,internshala
Instructor - DSA Trainer,SmileBots,Jalandhar,"₹ 3,00,000 - 4,80,000",2026-02-24,"Java, Python, C++ Programming",Job,python,internshala
Robotics & STEM Engineer (Teaching Role),ROBO-G,Bangalore,"₹ 3,00,000 - 4,20,000",2026-02-10,"Java, Python, Arduino, C Programming",Job,python,internshala
AI-Powered Full-Stack Developer,CSTE International,Work from home,"₹ 3,00,000 - 4,20,000",2026-03-03,"Python, SQL, Node.js, React, Artificial intelligence, Data Analysis",Job,python,internshala
Robotics Educator,WhizJuniors,"Pune, Mumbai, Nagpur, Gujrat, Bangalore","₹ 3,00,000 - 4,20,000",2026-02-10,"Python, Robotics, Raspberry Pi, C++ Programming, Robot Operating System (ROS), Effective Communication",Job,python,internshala
Embedded Hardware Design Engineer,Wildly Tech Private Limited,Bangalore,"₹ 3,00,000 - 4,00,000",2026-02-10,"Python, Embedded Systems, Google Docs, C Programming, PCB Design, EAGLE, PCB Soldering",Job,python,internshala
Python Developer,Your Digital Lift,"Thane, Navi Mumbai, Mumbai","₹ 3,00,000 - 4,00,000",2026-03-03,"HTML, CSS, Python, Django, Machine Learning, REST API",Job,python,internshala
Associate Full Stack Developer,Globik AI Private Limited,Vijayawada,"₹ 3,00,000 - 4,00,000",2026-02-24,"CSS, JavaScript, Python, MongoDB, Node.js, React, Google Cloud Platforms (GCP)",Job,python,internshala
Data Analytics Executive,NH Studioz,Mumbai,"₹ 3,00,000 - 4,00,000",2026-02-17,"Python, Data Analytics, Data Science, ChatGPT",Job,python,internshala
Associate Data Engineer,Wadhwani Foundation,Bangalore,"₹ 3,00,000 - 4,00,000",2026-02-10,"MySQL, Python, SQL, PostgreSQL, Power BI, Tableau, Data Analysis",Job,python,internshala
Junior Business Analyst,Drona Pay Private Limited,Mumbai,"₹ 3,00,000 - 4,00,000",2026-02-10,"Python, SQL",Job,python,internshala
Software Developer,Cere Labs,Mumbai,"₹ 3,00,000 - 4,00,000",2026-02-10,"MySQL, JavaScript, Python, React.Js, Pycharm",Job,python,internshala
Junior Machine Learning Specialist,Warewe Consultancy Private Limited,Gurgaon,"₹ 3,00,000 - 3,60,000",2026-03-03,"Python, Django, Machine Learning, Neural Networks, REST API, Natural Language Processing (NLP), Deep Learning",Job,python,internshala
Embedded Systems Engineer,Bookmark Projects Trust (DoScience),Hyderabad,"₹ 3,00,000 - 3,60,000",2026-03-03,"Java, Python, C++ Programming, Effective Communication",Job,python,internshala
Full Stack Developer,True Value Talks,Gurgaon,"₹ 3,00,000 - 3,60,000",2026-03-03,"PHP, MySQL, HTML, CSS, JavaScript, Python, MongoDB",Job,python,internshala
Junior Software Developer,Vaagartha Staff Spot Consulting Private Limited,Work from home,"₹ 3,00,000 - 3,50,000",2026-02-24,"Python, DevOps",Job,python,internshala
Full Stack Developer,SAJRE EDUTECH PRIVATE LIMITED,Dharwad,"₹ 3,00,000 - 3,50,000",2026-02-10,"Python, Nginx, Django, Node.js, PostgreSQL, React, REST API",Job,python,internshala
Junior Python Developer,Time Line Investments,"Bangalore, Anantapur, Chennai, Delhi, Mysuru, Hyderabad, Tumakuru, Udupi, Gokarna, Andra","₹ 3,00,000 - 3,20,000",2026-02-10,"Python, SQL, Logical reasoning, Django, Machine Learning, GitHub, REST API",Job,python,internshala
Software Developer,Tibei-e-Innovations Pvt. Ltd.,Delhi,"₹ 3,00,000 - 3,12,000",2026-02-17,"MySQL, HTML, CSS, JavaScript, Python, React",Job,python,internshala
Software Developer,Evosphare Solutions,Mumbai,"₹ 3,00,000 - 3,00,002",2026-02-24,"MySQL, HTML, CSS, JavaScript, Python, Machine Learning, Node.js",Job,python,internshala
Computer Vision Trainee,I2v Systems Private Limited,Gurgaon,"₹ 3,00,000",2026-03-02,"OpenCV, Python, Machine Learning, Computer Vision, Deep Learning, PyTorch, Keras",Job,python,internshala
Client Service Executive,Tradetron,Work from home,"₹ 3,00,000",2026-03-03,"MS-Office, Python, Problem Solving, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Stock Trading",Job,python,internshala
Full Stack Developer,UXDLAB Software Private Limited,Ghaziabad,"₹ 3,00,000",2026-02-10,"PHP, MySQL, HTML, CSS, JavaScript, Python, MongoDB",Job,python,internshala
AI And Robotics Trainer,STEMpedia,Bhopal,"₹ 2,84,000 - 4,20,000",2026-02-10,"MS-Office, Python, Robotics, Teaching, Arduino",Job,python,internshala
Artificial Intelligence (AI) Associate,RS Infomedia And Films Private Limited,Delhi,"₹ 2,50,000 - 8,00,000",2026-03-03,"Python, Data Structures, Machine Learning, Data Science, Neural Networks, Natural Language Processing (NLP), Deep Learning",Job,python,internshala
PHP Developer,Prarang,Noida,"₹ 2,50,000 - 6,50,000",2026-02-10,"PHP, MySQL, JavaScript, Python, Laravel, React, Model View Controller(MVC)",Job,python,internshala
Full Stack Developer,Finkuby Technologies LLP,Hyderabad,"₹ 2,50,000 - 5,00,000",2026-02-24,"Python, MongoDB, AngularJS, Node.js, React",Job,python,internshala
Data Analytics Executive,Vindiata Consulting Private Limited,Work from home,"₹ 2,50,000 - 4,00,000",2026-03-02,"Python, SQL, Data Analytics, MS-Excel, Power BI",Job,python,internshala
Senior Python Developer,Primetrade.ai,Work from home,"₹ 2,50,000 - 3,20,000",2026-03-02,"Python, Machine Learning, Data Science, Database Management System (DBMS), Generative AI Tools, AWS CloudFormation",Job,python,internshala
Backend Developer,Solutions Bajaj,Work from home,"₹ 2,40,000 - 7,00,000",2026-02-24,"PHP, MySQL, Python, Linux, Django, REST API, DevOps",Job,python,internshala
AI-native Software Developer Intern,IXG Inc,Hyderabad,"₹ 2,40,000 - 4,80,000",2026-02-10,"Python, MongoDB, PostgreSQL",Job,python,internshala
Artificial Intelligence (AI) Trainee,DNA Growth,Mohali,"₹ 2,40,000 - 3,60,000",2026-03-03,"Python, Data Structures, Machine Learning, Artificial intelligence, Prompt Engineering",Job,python,internshala
AI ML Engineer,Invictus Global Tech,Chennai,"₹ 2,40,000 - 3,60,000",2026-02-24,"MySQL, JavaScript, Python, Machine Learning, Node.js, JSON, Express.js",Job,python,internshala
Financial Planning Analyst,Dataknobs,Work from home,"₹ 2,40,000 - 3,60,000",2026-02-24,"Python, Financial Analysis, Artificial intelligence, Data Analysis",Job,python,internshala
Cyber Security Specialist,The Prime Step,Indore,"₹ 2,40,000 - 3,60,000",2026-02-10,"Python, Computer Networking, Linux, Ethical Hacking, VAPT, Web Application Security",Job,python,internshala
Data Scientist,Digital Ipsum,Work from home,"₹ 2,40,000 - 3,60,000",2026-02-10,"Python, SQL, Data Analytics, Machine Learning, Data Science, Natural Language Processing (NLP), Predictive Analytics",Job,python,internshala
Internet of Things (IoT) Associate,Tynatech Ingenious Private Limited,Noida,"₹ 2,40,000 - 3,50,000",2026-03-03,"Python, Raspberry Pi, Embedded Systems, Arduino, C Programming, C++ Programming, Internet of Things (IoT)",Job,python,internshala
Software Developer,GULF PATH,Kompally,"₹ 2,40,000 - 3,40,000",2026-03-03,"Java, MySQL, HTML, CSS, JavaScript, Python, .NET",Job,python,internshala
Robotics Associate,Techradiance & Harbour Technologies,Delhi,"₹ 2,40,000 - 3,00,000",2026-02-17,"Python, Robotics, Raspberry Pi, Embedded Systems, Internet of Things (IoT)",Job,python,internshala
Software Developer,Cere Labs,Mumbai,"₹ 2,40,000 - 3,00,000",2026-02-24,"Java, MySQL, Python, React",Job,python,internshala
Python Developer,NetSutra,"Agra, Dehradun, Delhi, Ghaziabad, Meerut, Jaipur, Noida, Uttar Pradesh","₹ 2,40,000 - 3,00,000",2026-02-10,"MySQL, Python, Django",Job,python,internshala
Junior Software Developer,Supervsr Technologies Private Limited,Kolkata,"₹ 2,40,000 - 3,00,000",2026-02-10,"JavaScript, Python, Node.js, PostgreSQL, Docker, GitHub, React",Job,python,internshala
Full Stack Developer,Stage X,Work from home,"₹ 2,30,000 - 4,40,000",2026-02-10,"PHP, MySQL, HTML, CSS, JavaScript, Python, MongoDB",Job,python,internshala
RPA Developer,TMI Group,"Secunderabad, Hyderabad","₹ 2,30,000 - 4,00,000",2026-03-03,"Python, Automation, UiPath",Job,python,internshala
Full Stack Developer,Shiplee,Bangalore,"₹ 2,20,000 - 3,30,000",2026-02-10,"PHP, MySQL, HTML, CSS, JavaScript, Python, MongoDB",Job,python,internshala
Data Analytics Specialist,Stage X,Work from home,"₹ 2,20,000 - 3,30,000",2026-02-10,"Python, SQL, Data Analytics, MS-Excel, Data Science, Power BI, Tableau",Job,python,internshala
Business Analyst,Stage X,Work from home,"₹ 2,20,000 - 3,30,000",2026-02-10,"MS-Office, Python, SQL, Data Analytics, MS-Excel, English Proficiency (Spoken), English Proficiency (Written)",Job,python,internshala
Full Stack Engineer,LoraTech Solutions,Work from home,"₹ 2,20,000 - 2,70,000",2026-02-10,"PHP, HTML, JavaScript, Python, SQL, Node.js, React Native",Job,python,internshala
NAPS Trainee,TVS Training And Services Limited,Andhra Pradesh,"₹ 2,20,000",2026-02-10,"Java, MS-Office, Python, Attention to Detail, Time Management, Physics, Chemistry",Job,python,internshala
Robotics Educator,Techyguide OPC Private Limited,Bahraich,"₹ 2,16,000 - 2,40,000",2026-02-10,"MS-Office, Python, Teaching, Arduino, C Programming, Teamwork, Effective Communication",Job,python,internshala
Python Developer,Jagatmitra Foundation,Delhi,"₹ 2,10,000 - 2,70,000",2026-02-17,"HTML, CSS, Python, Machine Learning, REST API, Flask, Python Libraries",Job,python,internshala
Oracle Cloud Data Engineer,Aaptatt,Work from home,"₹ 2,10,000 - 2,50,000",2026-02-17,"Python, SQL, Git, Hadoop, Shell Scripting, PL/SQL, CI/CD",Job,python,internshala
Software Developer,ECUGIE TECHNOLOGIES,Gurgaon,"₹ 2,05,000 - 3,20,000",2026-02-10,"Java, MySQL, HTML, CSS, JavaScript, Python, React",Job,python,internshala
Information Technology Engineer,M S SHARMA & CO,Faridabad,"₹ 2,05,000 - 3,00,000",2026-02-24,"Python, Computer Networking",Job,python,internshala
Full Stack Developer,Stage X,Bhopal,"₹ 2,02,000 - 5,05,000",2026-03-03,"PHP, MySQL, HTML, CSS, JavaScript, Python, MongoDB",Job,python,internshala
Python Developer,Stage X,Bhopal,"₹ 2,02,000 - 2,55,000",2026-03-03,"HTML, CSS, Python, Django, Machine Learning, REST API, Flask",Job,python,internshala
Business Analyst,Stage X,Bhopal,"₹ 2,02,000 - 2,55,000",2026-03-03,"MS-Office, Python, SQL, Data Analytics, MS-Excel, English Proficiency (Spoken), English Proficiency (Written)",Job,python,internshala
Data Analytics Specialist,Stage X,Bhopal,"₹ 2,02,000 - 2,55,000",2026-03-03,"Python, SQL, Data Analytics, MS-Excel, Data Science, Power BI, Tableau",Job,python,internshala
Online Computer Science Tutor,"AstroEdu Innovations FZ-LLC (Ras Al-Khaimah, United Arab Emirates)",Work from home,"₹ 2,00,000 - 5,00,000",2026-03-03,"Python, SQL, Time Management, Algorithms, Data Structures, Online Teaching, Effective Communication",Job,python,internshala
Frapee Developer,Weekday,Mumbai,"₹ 2,00,000 - 4,00,000",2026-02-10,Python,Job,python,internshala
React JS Engineer(Remote): 6 Months -1 Year,Palcode.ai,Work from home,"₹ 2,00,000 - 4,00,000",2026-02-24,"Python, React.Js",Job,python,internshala
Automation Test Engineer,Big Rattle Technologies,Mumbai,"₹ 2,00,000 - 4,00,000",2026-02-10,"Java, JavaScript, Python, Selenium, Manual Testing, STLC, Cypress",Job,python,internshala
Software Engineer Trainee,4CECloud Labs,Bangalore,"₹ 2,00,000 - 3,60,000",2026-03-02,"Java, Python, Salesforce",Job,python,internshala
Software Developer,Shiplee,Bangalore,"₹ 2,00,000 - 3,20,000",2026-02-10,"Java, PHP, MySQL, HTML, CSS, JavaScript, Python",Job,python,internshala
IT & Backend Developer - Fresher,ZedPlus Accounting And Finance,Work from home,"₹ 2,00,000 - 3,00,000",2026-03-03,"JavaScript, Python, Node.js, React, Flask",Job,python,internshala
Data Analyst & Data Science Trainer,Adbizit,Mumbai,"₹ 2,00,000 - 3,00,000",2026-02-17,"Python, Machine Learning, Statistics, Power BI, Tableau, Artificial intelligence, NumPy",Job,python,internshala
Computer Science & AI Teacher,Vigyan Pragya Foundation,Vrindavan,"₹ 2,00,000 - 3,00,000",2026-02-10,"Python, SQL, Generative AI Tools",Job,python,internshala
6 Months Python Backend Engineer (REMOTE),Palcode.ai,Work from home,"₹ 2,00,000 - 3,00,000",2026-03-03,Python,Job,python,internshala
Python Developer,Hubotx Labs Private Limited,Noida,"₹ 2,00,000 - 2,90,000",2026-02-10,"Java, CSS, JavaScript, Python, Docker",Job,python,internshala
Web Developer (Full-Stack + AI),Matrix International,Work from home,"₹ 2,00,000 - 2,80,000",2026-02-10,"PHP, HTML, CSS, JavaScript, Python, WordPress, UI & UX Design",Job,python,internshala
Associate Python Developer,Megaminds IT Services,Hyderabad,"₹ 2,00,000 - 2,50,000",2026-03-03,"Negotiation, Python, Data Structures, Data Analytics, Machine Learning, Problem Solving, GitHub",Job,python,internshala
